;No;Top Label;Label Num;Label;Loss;Time;bird;frog;prediction;confuse_bird_bird;confuse_bird_frog;confuse_frog_bird;confuse_frog_frog
472;120472;others;0;bird;0.00012715657067019492;11-02-2020 10:21:45;4.0552416;-3.8201537000000005;bird;1;0;0;0
473;120473;others;1;frog;0.00012715657067019492;11-02-2020 10:21:45;4.0552416;-3.8201537000000005;bird;0;0;1;0
474;120474;others;0;bird;0.00012715657067019492;11-02-2020 10:21:45;4.0552416;-3.8201537000000005;bird;1;0;0;0
475;120475;others;0;bird;0.0;11-02-2020 10:21:45;11.18031;-11.207741;bird;1;0;0;0
476;120476;others;0;bird;2.09808349609375e-05;11-02-2020 10:21:45;5.5082417;-5.26154;bird;1;0;0;0
477;120477;others;1;frog;0.0;11-02-2020 10:21:45;-14.122422;14.554959;frog;0;0;0;1
478;120478;others;0;bird;0.0016942024230957033;11-02-2020 10:21:45;3.3623847999999996;-3.0173050999999997;bird;1;0;0;0
479;120479;others;0;bird;3.814697265625e-06;11-02-2020 10:21:45;8.740489;-8.737417;bird;1;0;0;0
480;120480;others;0;bird;3.814697265625e-06;11-02-2020 10:21:45;8.740489;-8.737417;bird;1;0;0;0
481;120481;others;0;bird;2.002716064453125e-05;11-02-2020 10:21:45;5.5489945;-5.2556067;bird;1;0;0;0
482;120482;others;1;frog;0.0;11-02-2020 10:21:45;-7.7487016;8.007144;frog;0;0;0;1
483;120483;others;1;frog;3.814697265625e-06;11-02-2020 10:21:45;8.993428999999999;-8.797992;bird;0;0;1;0
484;120484;others;0;bird;3.814697265625e-06;11-02-2020 10:21:45;8.993428999999999;-8.797992;bird;1;0;0;0
485;120485;others;0;bird;4.720687866210938e-05;11-02-2020 10:21:45;4.945595;-5.0093646;bird;1;0;0;0
486;120486;others;1;frog;1.6689300537109375e-05;11-02-2020 10:21:45;-5.387807;5.622675;frog;0;0;0;1
487;120487;others;1;frog;0.0;11-02-2020 10:21:45;-15.140807999999998;15.472623;frog;0;0;0;1
488;120488;others;1;frog;0.0;11-02-2020 10:21:45;-15.140807999999998;15.472623;frog;0;0;0;1
489;120489;others;1;frog;9.5367431640625e-07;11-02-2020 10:21:45;-6.4865108;6.729431;frog;0;0;0;1
490;120490;others;1;frog;9.5367431640625e-07;11-02-2020 10:21:45;-6.4865108;6.729431;frog;0;0;0;1
491;120491;others;0;bird;0.0012497901916503904;11-02-2020 10:21:45;2.8100680000000002;-2.7953137999999997;bird;1;0;0;0
492;120492;others;1;frog;0.0012497901916503904;11-02-2020 10:21:45;2.8100680000000002;-2.7953137999999997;bird;0;0;1;0
493;120493;others;0;bird;0.0012497901916503904;11-02-2020 10:21:45;2.8100680000000002;-2.7953137999999997;bird;1;0;0;0
494;120494;others;0;bird;0.0005800724029541017;11-02-2020 10:21:45;3.6883197;-3.76393;bird;1;0;0;0
495;120495;others;0;bird;0.0;11-02-2020 10:21:45;9.060386;-8.434517999999999;bird;1;0;0;0
496;120496;others;1;frog;0.0;11-02-2020 10:21:45;13.218623999999998;-13.064286;bird;0;0;1;0
497;120497;others;0;bird;0.0;11-02-2020 10:21:45;13.218623999999998;-13.064286;bird;1;0;0;0
498;120498;others;1;frog;0.0;11-02-2020 10:21:45;8.132725;-7.842262299999999;bird;0;0;1;0
499;120499;others;0;bird;0.0;11-02-2020 10:21:45;8.132725;-7.842262299999999;bird;1;0;0;0
500;120500;others;1;frog;0.0;11-02-2020 10:21:45;-17.266282999999998;17.218206;frog;0;0;0;1
501;120501;others;0;bird;0.0;11-02-2020 10:21:45;7.647553;-8.040499;bird;1;0;0;0
502;120502;others;1;frog;1.5894572413799324e-07;11-02-2020 10:21:45;7.809454;-7.557331;bird;0;0;1;0
503;120503;others;0;bird;1.5894572413799324e-07;11-02-2020 10:21:45;7.809454;-7.557331;bird;1;0;0;0
504;120504;others;0;bird;1.5894572413799324e-07;11-02-2020 10:21:45;7.809454;-7.557331;bird;1;0;0;0
505;120505;others;1;frog;8.106231689453125e-06;11-02-2020 10:21:45;-5.753458;5.9382470000000005;frog;0;0;0;1
506;120506;others;0;bird;0.0;11-02-2020 10:21:45;-8.883693;9.137121;frog;0;1;0;0
507;120507;others;0;bird;0.0;11-02-2020 10:21:45;-8.883693;9.137121;frog;0;1;0;0
508;120508;others;1;frog;0.0;11-02-2020 10:21:45;-8.883693;9.137121;frog;0;0;0;1
509;120509;others;1;frog;0.0;11-02-2020 10:21:45;-12.936751;13.218403;frog;0;0;0;1
510;120510;others;0;bird;0.0;11-02-2020 10:21:45;-11.263919999999999;11.366667999999999;frog;0;1;0;0
511;120511;others;1;frog;0.0;11-02-2020 10:21:45;-11.263919999999999;11.366667999999999;frog;0;0;0;1
512;120512;others;0;bird;0.0;11-02-2020 10:21:45;15.758891;-15.242882;bird;1;0;0;0
513;120513;others;1;frog;0.0;11-02-2020 10:21:45;-13.128670999999999;13.2132;frog;0;0;0;1
514;120514;others;1;frog;0.0;11-02-2020 10:21:45;-13.128670999999999;13.2132;frog;0;0;0;1
515;120515;others;1;frog;6.723403930664062e-05;11-02-2020 10:21:45;4.458122;-4.587378;bird;0;0;1;0
516;120516;others;0;bird;6.723403930664062e-05;11-02-2020 10:21:45;4.458122;-4.587378;bird;1;0;0;0
517;120517;others;0;bird;0.0;11-02-2020 10:21:45;9.132595;-9.06493;bird;1;0;0;0
518;120518;others;0;bird;3.178914312229608e-06;11-02-2020 10:21:45;-6.700981;6.9211993000000005;frog;0;1;0;0
519;120519;others;0;bird;3.178914312229608e-06;11-02-2020 10:21:45;-6.700981;6.9211993000000005;frog;0;1;0;0
520;120520;others;1;frog;3.178914312229608e-06;11-02-2020 10:21:45;-6.700981;6.9211993000000005;frog;0;0;0;1
521;120521;others;1;frog;0.0;11-02-2020 10:21:45;-9.2302685;9.410843;frog;0;0;0;1
522;120522;others;0;bird;0.0;11-02-2020 10:21:45;11.073193;-10.996576;bird;1;0;0;0
523;120523;others;1;frog;0.0;11-02-2020 10:21:45;-8.050183;8.1555395;frog;0;0;0;1
524;120524;others;0;bird;0.0;11-02-2020 10:21:45;12.103976;-11.941163000000001;bird;1;0;0;0
525;120525;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:45;7.621523;-7.3346157000000005;bird;1;0;0;0
526;120526;others;0;bird;9.5367431640625e-07;11-02-2020 10:21:45;7.028815700000001;-6.5626807000000005;bird;1;0;0;0
527;120527;others;1;frog;0.0;11-02-2020 10:21:45;-10.658980999999999;11.036464;frog;0;0;0;1
528;120528;others;1;frog;2.956390380859375e-05;11-02-2020 10:21:45;-5.153532;5.2761035000000005;frog;0;0;0;1
529;120529;others;1;frog;0.0;11-02-2020 10:21:45;-8.956045;9.260057000000002;frog;0;0;0;1
530;120530;others;0;bird;0.0;11-02-2020 10:21:45;11.975721;-11.792805;bird;1;0;0;0
531;120531;others;0;bird;0.0;11-02-2020 10:21:45;7.871397999999999;-7.709125;bird;1;0;0;0
532;120532;others;1;frog;0.0;11-02-2020 10:21:45;-11.789097;11.964279;frog;0;0;0;1
533;120533;others;0;bird;5.245208740234375e-06;11-02-2020 10:21:45;6.200906;-5.9637523;bird;1;0;0;0
534;120534;others;1;frog;0.0008509159088134767;11-02-2020 10:21:45;-3.2562149;3.8124385000000003;frog;0;0;0;1
535;120535;others;0;bird;0.001915216445922852;11-02-2020 10:21:45;-2.6694496;2.8933953999999997;frog;0;1;0;0
536;120536;others;1;frog;0.001915216445922852;11-02-2020 10:21:45;-2.6694496;2.8933953999999997;frog;0;0;0;1
537;120537;others;1;frog;0.0;11-02-2020 10:21:45;-9.926757;10.330807;frog;0;0;0;1
538;120538;others;1;frog;1.1444091796875e-05;11-02-2020 10:21:45;-5.5900989999999995;5.796914;frog;0;0;0;1
539;120539;others;1;frog;0.0;11-02-2020 10:21:45;-12.743786;12.90504;frog;0;0;0;1
540;120540;others;1;frog;0.0003204345703125;11-02-2020 10:21:45;9.471782000000001;-9.35304;bird;0;0;1;0
541;120541;others;0;bird;0.0003204345703125;11-02-2020 10:21:45;9.471782000000001;-9.35304;bird;1;0;0;0
542;120542;others;0;bird;0.0003204345703125;11-02-2020 10:21:45;9.471782000000001;-9.35304;bird;1;0;0;0
543;120543;others;1;frog;0.0;11-02-2020 10:21:45;-8.27597;8.434913;frog;0;0;0;1
544;120544;others;1;frog;0.0;11-02-2020 10:21:45;-17.827757000000002;18.053345;frog;0;0;0;1
545;120545;others;0;bird;6.67572021484375e-06;11-02-2020 10:21:45;5.9946923;-5.906873;bird;1;0;0;0
546;120546;others;0;bird;0.0;11-02-2020 10:21:45;8.561836;-8.484862;bird;1;0;0;0
547;120547;others;0;bird;0.0;11-02-2020 10:21:45;12.111102;-11.81655;bird;1;0;0;0
548;120548;others;0;bird;2.384185791015625e-06;11-02-2020 10:21:45;6.4707704;-6.362954599999999;bird;1;0;0;0
549;120549;others;1;frog;1.2874603271484375e-05;11-02-2020 10:21:45;-5.4760256;5.780123000000001;frog;0;0;0;1
550;120550;others;1;frog;0.0;11-02-2020 10:21:45;11.01424;-10.844291;bird;0;0;1;0
551;120551;others;0;bird;0.0;11-02-2020 10:21:45;11.01424;-10.844291;bird;1;0;0;0
552;120552;others;0;bird;0.0;11-02-2020 10:21:45;10.224219;-9.963436999999999;bird;1;0;0;0
553;120553;others;1;frog;0.0;11-02-2020 10:21:45;-20.144029999999997;20.477076999999998;frog;0;0;0;1
554;120554;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:45;-7.416011;7.4180174;frog;0;0;0;1
555;120555;others;1;frog;0.00027561187744140625;11-02-2020 10:21:45;-3.987068;4.2092605;frog;0;0;0;1
556;120556;others;0;bird;4.291534423828125e-06;11-02-2020 10:21:46;7.641928699999999;-7.2819033;bird;1;0;0;0
557;120557;others;0;bird;4.291534423828125e-06;11-02-2020 10:21:46;7.641928699999999;-7.2819033;bird;1;0;0;0
558;120558;others;0;bird;0.0;11-02-2020 10:21:46;-8.218537;8.2617655;frog;0;1;0;0
559;120559;others;1;frog;0.0;11-02-2020 10:21:46;-8.218537;8.2617655;frog;0;0;0;1
560;120560;others;1;frog;0.0;11-02-2020 10:21:46;-12.940299000000001;12.933095;frog;0;0;0;1
561;120561;others;0;bird;2.1457672119140625e-06;11-02-2020 10:21:46;-6.1727114;6.602545;frog;0;1;0;0
562;120562;others;1;frog;2.1457672119140625e-06;11-02-2020 10:21:46;-6.1727114;6.602545;frog;0;0;0;1
563;120563;others;1;frog;0.0;11-02-2020 10:21:46;-7.4262996;7.654971000000001;frog;0;0;0;1
564;120564;others;0;bird;0.0;11-02-2020 10:21:46;9.207811999999999;-9.03121;bird;1;0;0;0
565;120565;others;0;bird;0.0;11-02-2020 10:21:46;8.584863;-8.503195;bird;1;0;0;0
566;120566;others;1;frog;0.0;11-02-2020 10:21:46;-8.021147000000001;8.359292;frog;0;0;0;1
567;120567;others;0;bird;0.0021185874938964844;11-02-2020 10:21:46;2.9817037999999996;-3.1742892000000005;bird;1;0;0;0
568;120568;others;1;frog;0.0;11-02-2020 10:21:46;17.74918;-17.605917;bird;0;0;1;0
569;120569;others;0;bird;0.0;11-02-2020 10:21:46;17.74918;-17.605917;bird;1;0;0;0
570;120570;others;0;bird;0.0;11-02-2020 10:21:46;8.542992;-8.548793;bird;1;0;0;0
571;120571;others;0;bird;0.0006680488586425781;11-02-2020 10:21:46;3.6716212999999995;-3.6392815;bird;1;0;0;0
572;120572;others;0;bird;0.0;11-02-2020 10:21:46;11.397314999999999;-11.195317;bird;1;0;0;0
573;120573;others;1;frog;6.198883056640625e-06;11-02-2020 10:21:46;5.7606616;-5.1315513;bird;0;0;1;0
574;120574;others;0;bird;6.198883056640625e-06;11-02-2020 10:21:46;5.7606616;-5.1315513;bird;1;0;0;0
575;120575;others;0;bird;6.198883056640625e-06;11-02-2020 10:21:46;5.7606616;-5.1315513;bird;1;0;0;0
576;120576;others;1;frog;0.00010967254638671876;11-02-2020 10:21:46;-6.5826435;6.693478599999999;frog;0;0;0;1
577;120577;others;1;frog;0.00010967254638671876;11-02-2020 10:21:46;-6.5826435;6.693478599999999;frog;0;0;0;1
578;120578;others;1;frog;2.7179718017578125e-05;11-02-2020 10:21:46;-5.1735815999999994;5.3351336;frog;0;0;0;1
579;120579;others;0;bird;0.0;11-02-2020 10:21:46;-14.097767999999999;14.311088;frog;0;1;0;0
580;120580;others;0;bird;0.0;11-02-2020 10:21:46;-14.097767999999999;14.311088;frog;0;1;0;0
581;120581;others;1;frog;0.0;11-02-2020 10:21:46;-14.097767999999999;14.311088;frog;0;0;0;1
582;120582;others;0;bird;0.0;11-02-2020 10:21:46;10.226754;-9.913483;bird;1;0;0;0
583;120583;others;1;frog;3.337860107421875e-06;11-02-2020 10:21:46;-6.148478;6.4282103;frog;0;0;0;1
584;120584;others;1;frog;0.0008203983306884767;11-02-2020 10:21:46;-3.4214559;3.6840296;frog;0;0;0;1
585;120585;others;1;frog;0.0;11-02-2020 10:21:46;-7.7047157;8.075955;frog;0;0;0;1
586;120586;others;0;bird;0.0;11-02-2020 10:21:46;-7.7047157;8.075955;frog;0;1;0;0
587;120587;others;1;frog;0.0;11-02-2020 10:21:46;-7.7047157;8.075955;frog;0;0;0;1
588;120588;others;0;bird;0.0014232397079467773;11-02-2020 10:21:46;2.9639423;-2.9335976;bird;1;0;0;0
589;120589;others;0;bird;0.0014232397079467773;11-02-2020 10:21:46;2.9639423;-2.9335976;bird;1;0;0;0
590;120590;others;1;frog;0.0;11-02-2020 10:21:46;-12.872539999999999;13.001307;frog;0;0;0;1
591;120591;others;1;frog;0.0;11-02-2020 10:21:46;-12.872539999999999;13.001307;frog;0;0;0;1
592;120592;others;1;frog;0.0;11-02-2020 10:21:46;-12.872539999999999;13.001307;frog;0;0;0;1
593;120593;others;1;frog;6.4373016357421875e-06;11-02-2020 10:21:46;-6.215522;6.3941665;frog;0;0;0;1
594;120594;others;1;frog;6.4373016357421875e-06;11-02-2020 10:21:46;-6.215522;6.3941665;frog;0;0;0;1
595;120595;others;0;bird;2.384185791015625e-06;11-02-2020 10:21:46;-12.057761;12.509098;frog;0;1;0;0
596;120596;others;1;frog;2.384185791015625e-06;11-02-2020 10:21:46;-12.057761;12.509098;frog;0;0;0;1
597;120597;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:46;7.607046;-7.292193400000001;bird;1;0;0;0
598;120598;others;1;frog;2.86102294921875e-06;11-02-2020 10:21:46;-6.3983345;6.346269;frog;0;0;0;1
599;120599;others;1;frog;0.0;11-02-2020 10:21:46;-15.742323;15.968236;frog;0;0;0;1
600;120600;others;1;frog;0.0;11-02-2020 10:21:46;-15.742323;15.968236;frog;0;0;0;1
601;120601;others;0;bird;0.0;11-02-2020 10:21:46;9.835063;-9.892197999999999;bird;1;0;0;0
602;120602;others;1;frog;1.1920928955078123e-06;11-02-2020 10:21:46;10.271986;-10.572203;bird;0;0;1;0
603;120603;others;0;bird;1.1920928955078123e-06;11-02-2020 10:21:46;10.271986;-10.572203;bird;1;0;0;0
604;120604;others;1;frog;0.0;11-02-2020 10:21:46;-12.766036999999999;13.3161335;frog;0;0;0;1
605;120605;others;1;frog;0.0;11-02-2020 10:21:46;-12.766036999999999;13.3161335;frog;0;0;0;1
606;120606;others;1;frog;0.0;11-02-2020 10:21:46;-12.766036999999999;13.3161335;frog;0;0;0;1
607;120607;others;1;frog;0.0;11-02-2020 10:21:46;-13.831731;14.19943;frog;0;0;0;1
608;120608;others;1;frog;0.0;11-02-2020 10:21:46;11.620763;-11.449307000000001;bird;0;0;1;0
609;120609;others;0;bird;0.0;11-02-2020 10:21:46;11.620763;-11.449307000000001;bird;1;0;0;0
610;120610;others;1;frog;0.0001125335693359375;11-02-2020 10:21:46;-4.4968047;4.5956573;frog;0;0;0;1
611;120611;others;1;frog;4.529953002929688e-05;11-02-2020 10:21:46;-4.8525953;5.145045;frog;0;0;0;1
612;120612;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:46;7.1511884000000006;-7.083628699999999;bird;1;0;0;0
613;120613;others;0;bird;9.5367431640625e-06;11-02-2020 10:21:46;-13.418298000000002;13.737095000000002;frog;0;1;0;0
614;120614;others;1;frog;9.5367431640625e-06;11-02-2020 10:21:46;-13.418298000000002;13.737095000000002;frog;0;0;0;1
615;120615;others;1;frog;3.0040740966796875e-05;11-02-2020 10:21:46;-5.2164589999999995;5.200927;frog;0;0;0;1
616;120616;others;1;frog;0.0;11-02-2020 10:21:46;-9.43089;9.985489999999999;frog;0;0;0;1
617;120617;others;1;frog;0.0001442432403564453;11-02-2020 10:21:46;4.103884;-4.0463805;bird;0;0;1;0
618;120618;others;0;bird;0.0001442432403564453;11-02-2020 10:21:46;4.103884;-4.0463805;bird;1;0;0;0
619;120619;others;1;frog;1.3828277587890625e-05;11-02-2020 10:21:46;-5.488773999999999;5.705587;frog;0;0;0;1
620;120620;others;0;bird;0.0;11-02-2020 10:21:46;12.516839;-12.287533999999999;bird;1;0;0;0
621;120621;others;0;bird;0.0;11-02-2020 10:21:46;8.608742999999999;-8.405285000000001;bird;1;0;0;0
622;120622;others;1;frog;0.0;11-02-2020 10:21:46;-17.318766;17.41566;frog;0;0;0;1
623;120623;others;0;bird;7.319450378417969e-05;11-02-2020 10:21:46;6.848864;-6.712074799999999;bird;1;0;0;0
624;120624;others;0;bird;7.319450378417969e-05;11-02-2020 10:21:46;6.848864;-6.712074799999999;bird;1;0;0;0
625;120625;others;1;frog;0.0;11-02-2020 10:21:46;-10.401063;10.461292;frog;0;0;0;1
626;120626;others;1;frog;0.0;11-02-2020 10:21:46;-10.401063;10.461292;frog;0;0;0;1
627;120627;others;1;frog;0.0;11-02-2020 10:21:46;-12.701024;12.990822;frog;0;0;0;1
628;120628;others;0;bird;0.0020884275436401367;11-02-2020 10:21:46;-10.697319;10.877222999999999;frog;0;1;0;0
629;120629;others;1;frog;0.0020884275436401367;11-02-2020 10:21:46;-10.697319;10.877222999999999;frog;0;0;0;1
630;120630;others;1;frog;5.7697296142578125e-05;11-02-2020 10:21:46;-5.991526;6.303197;frog;0;0;0;1
631;120631;others;1;frog;5.7697296142578125e-05;11-02-2020 10:21:46;-5.991526;6.303197;frog;0;0;0;1
632;120632;others;1;frog;0.0;11-02-2020 10:21:46;-11.230315;11.443288;frog;0;0;0;1
633;120633;others;0;bird;0.00023853778839111328;11-02-2020 10:21:46;-8.057374000000001;8.382983;frog;0;1;0;0
634;120634;others;1;frog;0.00023853778839111328;11-02-2020 10:21:46;-8.057374000000001;8.382983;frog;0;0;0;1
635;120635;others;0;bird;0.0;11-02-2020 10:21:46;10.563455000000001;-10.489766;bird;1;0;0;0
636;120636;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:46;-7.286010000000001;7.491077000000001;frog;0;0;0;1
637;120637;others;1;frog;0.0;11-02-2020 10:21:46;-9.572896;9.749075999999999;frog;0;0;0;1
638;120638;others;0;bird;8.487701416015625e-05;11-02-2020 10:21:46;10.660085;-10.498549;bird;1;0;0;0
639;120639;others;0;bird;8.487701416015625e-05;11-02-2020 10:21:46;10.660085;-10.498549;bird;1;0;0;0
640;120640;others;1;frog;0.0;11-02-2020 10:21:46;11.873846;-11.429108;bird;0;0;1;0
641;120641;others;0;bird;0.0;11-02-2020 10:21:46;11.873846;-11.429108;bird;1;0;0;0
642;120642;others;0;bird;0.0;11-02-2020 10:21:46;10.758473;-10.524631;bird;1;0;0;0
643;120643;others;0;bird;0.0;11-02-2020 10:21:46;12.367246000000002;-11.989993;bird;1;0;0;0
644;120644;others;0;bird;1.1920928955078123e-06;11-02-2020 10:21:46;6.58418;-6.434680999999999;bird;1;0;0;0
645;120645;others;0;bird;1.1920928955078123e-06;11-02-2020 10:21:46;6.58418;-6.434680999999999;bird;1;0;0;0
646;120646;others;0;bird;0.0;11-02-2020 10:21:46;12.625882;-12.519519;bird;1;0;0;0
647;120647;others;0;bird;0.0;11-02-2020 10:21:46;13.827794;-13.900557999999998;bird;1;0;0;0
648;120648;others;0;bird;0.0;11-02-2020 10:21:46;10.181257;-9.68853;bird;1;0;0;0
649;120649;others;0;bird;0.0;11-02-2020 10:21:46;9.9358635;-9.792353;bird;1;0;0;0
650;120650;others;1;frog;0.0;11-02-2020 10:21:46;-12.920886999999999;13.449106;frog;0;0;0;1
651;120651;others;0;bird;0.0;11-02-2020 10:21:46;8.220771000000001;-7.9098697;bird;1;0;0;0
652;120652;others;0;bird;0.0;11-02-2020 10:21:46;8.220771000000001;-7.9098697;bird;1;0;0;0
653;120653;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:46;7.382181;-7.141126600000001;bird;1;0;0;0
654;120654;others;0;bird;3.337860107421875e-06;11-02-2020 10:21:46;-11.976811999999999;12.260844;frog;0;1;0;0
655;120655;others;1;frog;3.337860107421875e-06;11-02-2020 10:21:46;-11.976811999999999;12.260844;frog;0;0;0;1
656;120656;others;0;bird;0.0010313987731933594;11-02-2020 10:21:46;-2.9416866;3.2419345;frog;0;1;0;0
657;120657;others;1;frog;0.0010313987731933594;11-02-2020 10:21:46;-2.9416866;3.2419345;frog;0;0;0;1
658;120658;others;0;bird;0.00011348724365234375;11-02-2020 10:21:46;4.510608;-4.5743275;bird;1;0;0;0
659;120659;others;1;frog;0.0;11-02-2020 10:21:46;-9.35561;9.598438999999999;frog;0;0;0;1
660;120660;others;0;bird;0.0;11-02-2020 10:21:46;16.733725;-16.703777;bird;1;0;0;0
661;120661;others;1;frog;0.002214670181274414;11-02-2020 10:21:46;-2.6895533;2.7281456000000004;frog;0;0;0;1
662;120662;others;1;frog;0.002214670181274414;11-02-2020 10:21:46;-2.6895533;2.7281456000000004;frog;0;0;0;1
663;120663;others;1;frog;6.0240428865654394e-05;11-02-2020 10:21:46;4.602613;-4.259493;bird;0;0;1;0
664;120664;others;0;bird;6.0240428865654394e-05;11-02-2020 10:21:46;4.602613;-4.259493;bird;1;0;0;0
665;120665;others;0;bird;6.0240428865654394e-05;11-02-2020 10:21:46;4.602613;-4.259493;bird;1;0;0;0
666;120666;others;1;frog;6.198883056640625e-06;11-02-2020 10:21:46;-6.056369;5.9585376;frog;0;0;0;1
667;120667;others;1;frog;0.0;11-02-2020 10:21:46;-7.7284429999999995;7.724686999999999;frog;0;0;0;1
668;120668;others;1;frog;4.0531158447265625e-06;11-02-2020 10:21:46;-12.347238;12.602765;frog;0;0;0;1
669;120669;others;1;frog;4.0531158447265625e-06;11-02-2020 10:21:46;-12.347238;12.602765;frog;0;0;0;1
670;120670;others;0;bird;0.0001316070556640625;11-02-2020 10:21:46;4.7460856;-4.189076;bird;1;0;0;0
671;120671;others;1;frog;0.00015735626220703125;11-02-2020 10:21:46;-4.239012000000001;4.518098;frog;0;0;0;1
672;120672;others;1;frog;0.002224445343017578;11-02-2020 10:21:46;-2.8874334999999998;3.2196968;frog;0;0;0;1
673;120673;others;0;bird;6.198883056640625e-06;11-02-2020 10:21:46;5.989329;-6.0297922999999995;bird;1;0;0;0
674;120674;others;1;frog;1.1920928955078123e-06;11-02-2020 10:21:46;6.597677;-6.42245;bird;0;0;1;0
675;120675;others;0;bird;1.1920928955078123e-06;11-02-2020 10:21:46;6.597677;-6.42245;bird;1;0;0;0
676;120676;others;1;frog;0.0004830360412597656;11-02-2020 10:21:46;-3.7379508;3.8973885000000004;frog;0;0;0;1
677;120677;others;0;bird;1.430511474609375e-05;11-02-2020 10:21:46;5.685194;-5.4688816;bird;1;0;0;0
678;120678;others;1;frog;0.0;11-02-2020 10:21:46;13.163419000000001;-13.057201;bird;0;0;1;0
679;120679;others;0;bird;0.0;11-02-2020 10:21:46;13.163419000000001;-13.057201;bird;1;0;0;0
680;120680;others;1;frog;2.384185791015625e-06;11-02-2020 10:21:46;-6.368894999999999;6.5864954;frog;0;0;0;1
681;120681;others;0;bird;4.76837158203125e-07;11-02-2020 10:21:46;-19.261866;19.595139;frog;0;1;0;0
682;120682;others;1;frog;4.76837158203125e-07;11-02-2020 10:21:46;-19.261866;19.595139;frog;0;0;0;1
683;120683;others;0;bird;0.0;11-02-2020 10:21:46;8.953024000000001;-8.623896;bird;1;0;0;0
684;120684;others;0;bird;0.0;11-02-2020 10:21:46;8.953024000000001;-8.623896;bird;1;0;0;0
685;120685;others;0;bird;3.337860107421875e-06;11-02-2020 10:21:46;6.242716000000001;-6.402117700000001;bird;1;0;0;0
686;120686;others;0;bird;0.0;11-02-2020 10:21:46;8.087096;-7.842973700000001;bird;1;0;0;0
687;120687;others;0;bird;0.0;11-02-2020 10:21:46;13.067192;-12.803807;bird;1;0;0;0
688;120688;others;0;bird;8.821487426757812e-05;11-02-2020 10:21:46;4.351559;-4.2910953;bird;1;0;0;0
689;120689;others;0;bird;8.821487426757812e-05;11-02-2020 10:21:46;4.351559;-4.2910953;bird;1;0;0;0
690;120690;others;0;bird;0.0;11-02-2020 10:21:46;7.807289999999999;-8.014521;bird;1;0;0;0
691;120691;others;0;bird;1.430511474609375e-05;11-02-2020 10:21:46;5.1892653;-5.268220400000001;bird;1;0;0;0
692;120692;others;0;bird;1.430511474609375e-05;11-02-2020 10:21:46;5.1892653;-5.268220400000001;bird;1;0;0;0
693;120693;others;0;bird;0.0;11-02-2020 10:21:46;12.200246;-11.796608;bird;1;0;0;0
694;120694;others;0;bird;0.0009074211120605467;11-02-2020 10:21:46;-3.1869895;3.1240935000000003;frog;0;1;0;0
695;120695;others;1;frog;0.0009074211120605467;11-02-2020 10:21:46;-3.1869895;3.1240935000000003;frog;0;0;0;1
696;120696;others;1;frog;0.00022125244140625;11-02-2020 10:21:46;-4.189428299999999;4.2254477;frog;0;0;0;1
697;120697;others;0;bird;0.0;11-02-2020 10:21:46;7.9878029999999995;-7.7756796;bird;1;0;0;0
698;120698;others;1;frog;0.0004783471522387117;11-02-2020 10:21:46;3.3514182999999997;-3.200821;bird;0;0;1;0
699;120699;others;0;bird;0.0004783471522387117;11-02-2020 10:21:46;3.3514182999999997;-3.200821;bird;1;0;0;0
700;120700;others;0;bird;0.0004783471522387117;11-02-2020 10:21:46;3.3514182999999997;-3.200821;bird;1;0;0;0
701;120701;others;1;frog;0.0;11-02-2020 10:21:46;-8.187842999999999;8.407878;frog;0;0;0;1
702;120702;others;0;bird;0.000573277473449707;11-02-2020 10:21:46;-4.486743;4.8074837;frog;0;1;0;0
703;120703;others;1;frog;0.000573277473449707;11-02-2020 10:21:46;-4.486743;4.8074837;frog;0;0;0;1
704;120704;others;1;frog;2.384185791015625e-06;11-02-2020 10:21:46;-10.853796;11.059907;frog;0;0;0;1
705;120705;others;1;frog;2.384185791015625e-06;11-02-2020 10:21:46;-10.853796;11.059907;frog;0;0;0;1
706;120706;others;0;bird;9.250640869140624e-05;11-02-2020 10:21:46;6.293446;-5.958589599999999;bird;1;0;0;0
707;120707;others;0;bird;9.250640869140624e-05;11-02-2020 10:21:46;6.293446;-5.958589599999999;bird;1;0;0;0
708;120708;others;1;frog;0.0;11-02-2020 10:21:46;-7.797298;8.119707;frog;0;0;0;1
709;120709;others;0;bird;0.0;11-02-2020 10:21:46;14.308578;-14.110782;bird;1;0;0;0
710;120710;others;1;frog;0.0;11-02-2020 10:21:46;9.974349;-9.787727;bird;0;0;1;0
711;120711;others;1;frog;0.0;11-02-2020 10:21:46;9.974349;-9.787727;bird;0;0;1;0
712;120712;others;0;bird;0.0;11-02-2020 10:21:46;9.974349;-9.787727;bird;1;0;0;0
713;120713;others;0;bird;0.00036072731018066406;11-02-2020 10:21:46;-3.5681123999999995;3.6658148999999995;frog;0;1;0;0
714;120714;others;1;frog;0.00036072731018066406;11-02-2020 10:21:46;-3.5681123999999995;3.6658148999999995;frog;0;0;0;1
715;120715;others;0;bird;0.0;11-02-2020 10:21:46;13.290219;-13.098600999999999;bird;1;0;0;0
